Schluessel,Straftat,Gemeindeschluessel,Stadt,Fallstatus,Oper insgesamt,Opfer maennlich,Opfer weiblich,Opfer - Kinder bis unter 6 Jahre - insgesamt,Opfer - Kinder bis unter 6 Jahre - maennlich,Opfer - Kinder bis unter 6 Jahre - weiblich,Opfer Kinder 6 bis unter 14 Jahre - insgesamt,Opfer Kinder 6 bis unter 14 Jahre - maennlich,Opfer Kinder 6 bis unter 14 Jahre - weiblich,Opfer Kinder bis 14 Jahre- insgesamt,Opfer Kinder bis 14 Jahre- maennlich,Opfer Kinder bis 14 Jahre- weiblich,Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt,Opfer Jugendliche 14 bis unter 18 Jahre - maennlich,Opfer Jugendliche 14 bis unter 18 Jahre - weiblich,Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt,Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich,Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich,Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt,Opfer Erwachsene 21 bis unter 60 Jahre - maennlich,Opfer Erwachsene 21 bis unter 60 Jahre - weiblich,Opfer - Erwachsene 60 Jahre und aelter - insgesamt,Opfer - Erwachsene 60 Jahre und aelter - maennlich,Opfer - Erwachsene 60 Jahre und aelter - weiblich,Opfer Erwachsene - insgesamt,Opfer Erwachsene - maennlich,Opfer Erwachsene - weiblich,Jahr
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5911000,Bochum,voll.,152,109,43,0,0,0,1,1,0,1,1,0,16,15,1,19,16,3,101,69,32,15,8,7,116,77,39,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5911000,Bochum,vers.,45,37,8,0,0,0,2,1,1,2,1,1,5,5,0,7,6,1,27,22,5,4,3,1,31,25,6,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5911000,Bochum,insg.,197,146,51,0,0,0,3,2,1,3,2,1,21,20,1,26,22,4,128,91,37,19,11,8,147,102,45,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5314000,Bonn,voll.,254,210,44,0,0,0,18,16,2,18,16,2,36,35,1,26,21,5,156,123,33,18,15,3,174,138,36,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5314000,Bonn,vers.,77,62,15,0,0,0,4,4,0,4,4,0,6,6,0,9,5,4,51,42,9,7,5,2,58,47,11,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5314000,Bonn,insg.,331,272,59,0,0,0,22,20,2,22,20,2,42,41,1,35,26,9,207,165,42,25,20,5,232,185,47,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5512000,Bottrop,voll.,64,44,20,0,0,0,2,1,1,2,1,1,4,4,0,4,3,1,48,32,16,6,4,2,54,36,18,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5512000,Bottrop,vers.,16,11,5,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0,7,6,1,4,2,2,11,8,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5512000,Bottrop,insg.,80,55,25,0,0,0,2,1,1,2,1,1,7,5,2,6,5,1,55,38,17,10,6,4,65,44,21,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3101000,Braunschweig,voll.,88,61,27,0,0,0,1,1,0,1,1,0,10,9,1,12,8,4,56,39,17,9,4,5,65,43,22,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3101000,Braunschweig,vers.,28,19,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,22,15,7,3,2,1,25,17,8,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3101000,Braunschweig,insg.,116,80,36,0,0,0,1,1,0,1,1,0,10,9,1,15,10,5,78,54,24,12,6,6,90,60,30,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",4011000,Bremen,voll.,525,383,142,0,0,0,14,13,1,14,13,1,45,41,4,49,39,10,351,252,99,66,38,28,417,290,127,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",4011000,Bremen,vers.,190,122,68,0,0,0,10,9,1,10,9,1,10,8,2,8,7,1,135,86,49,27,12,15,162,98,64,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",4011000,Bremen,insg.,715,505,210,0,0,0,24,22,2,24,22,2,55,49,6,57,46,11,486,338,148,93,50,43,579,388,191,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",4012000,Bremerhaven,voll.,109,74,35,0,0,0,2,2,0,2,2,0,3,3,0,11,7,4,78,53,25,15,9,6,93,62,31,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",4012000,Bremerhaven,vers.,28,21,7,0,0,0,2,1,1,2,1,1,3,3,0,4,1,3,18,15,3,1,1,0,19,16,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",4012000,Bremerhaven,insg.,137,95,42,0,0,0,4,3,1,4,3,1,6,6,0,15,8,7,96,68,28,16,10,6,112,78,34,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",14511000,Chemnitz,voll.,175,138,37,0,0,0,4,2,2,4,2,2,16,13,3,23,21,2,118,91,27,14,11,3,132,102,30,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",14511000,Chemnitz,vers.,18,14,4,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,10,7,3,1,0,1,11,7,4,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",14511000,Chemnitz,insg.,193,152,41,0,0,0,4,2,2,4,2,2,20,17,3,26,24,2,128,98,30,15,11,4,143,109,34,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",6411000,Darmstadt,voll.,72,61,11,0,0,0,2,2,0,2,2,0,10,10,0,7,7,0,47,38,9,6,4,2,53,42,11,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",6411000,Darmstadt,vers.,19,17,2,0,0,0,1,0,1,1,0,1,0,0,0,3,3,0,12,11,1,3,3,0,15,14,1,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",6411000,Darmstadt,insg.,91,78,13,0,0,0,3,2,1,3,2,1,10,10,0,10,10,0,59,49,10,9,7,2,68,56,12,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5913000,Dortmund,voll.,558,453,105,0,0,0,17,16,1,17,16,1,94,86,8,81,72,9,329,257,72,37,22,15,366,279,87,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5913000,Dortmund,vers.,139,111,28,0,0,0,5,4,1,5,4,1,32,28,4,22,18,4,70,57,13,10,4,6,80,61,19,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5913000,Dortmund,insg.,697,564,133,0,0,0,22,20,2,22,20,2,126,114,12,103,90,13,399,314,85,47,26,21,446,340,106,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",14612000,Dresden,voll.,326,270,56,0,0,0,22,18,4,22,18,4,40,36,4,31,27,4,216,181,35,17,8,9,233,189,44,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",14612000,Dresden,vers.,54,40,14,0,0,0,8,6,2,8,6,2,9,7,2,8,7,1,27,19,8,2,1,1,29,20,9,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",14612000,Dresden,insg.,380,310,70,0,0,0,30,24,6,30,24,6,49,43,6,39,34,5,243,200,43,19,9,10,262,209,53,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5112000,Duisburg,voll.,341,210,131,0,0,0,22,19,3,22,19,3,43,37,6,40,24,16,203,117,86,33,13,20,236,130,106,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5112000,Duisburg,vers.,117,78,39,1,0,1,10,7,3,11,7,4,9,9,0,9,8,1,74,46,28,14,8,6,88,54,34,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5112000,Duisburg,insg.,458,288,170,1,0,1,32,26,6,33,26,7,52,46,6,49,32,17,277,163,114,47,21,26,324,184,140,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5111000,D sseldorf,voll.,541,422,119,1,1,0,17,14,3,18,15,3,83,77,6,65,57,8,336,251,85,39,22,17,375,273,102,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5111000,D sseldorf,vers.,116,92,24,0,0,0,4,4,0,4,4,0,17,15,2,12,11,1,71,54,17,12,8,4,83,62,21,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5111000,D sseldorf,insg.,657,514,143,1,1,0,21,18,3,22,19,3,100,92,8,77,68,9,407,305,102,51,30,21,458,335,123,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",16051000,Erfurt,voll.,155,117,38,0,0,0,5,3,2,5,3,2,23,20,3,20,16,4,101,74,27,6,4,2,107,78,29,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",16051000,Erfurt,vers.,42,34,8,0,0,0,2,1,1,2,1,1,3,3,0,3,3,0,32,25,7,2,2,0,34,27,7,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",16051000,Erfurt,insg.,197,151,46,0,0,0,7,4,3,7,4,3,26,23,3,23,19,4,133,99,34,8,6,2,141,105,36,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9562000,Erlangen,voll.,15,11,4,0,0,0,1,0,1,1,0,1,2,2,0,4,3,1,8,6,2,0,0,0,8,6,2,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9562000,Erlangen,vers.,8,5,3,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,5,3,2,0,0,0,5,3,2,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9562000,Erlangen,insg.,23,16,7,0,0,0,1,0,1,1,0,1,3,3,0,6,4,2,13,9,4,0,0,0,13,9,4,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5113000,Essen,voll.,403,286,117,0,0,0,27,24,3,27,24,3,53,47,6,24,18,6,252,176,76,47,21,26,299,197,102,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5113000,Essen,vers.,95,73,22,0,0,0,6,4,2,6,4,2,11,10,1,12,11,1,56,39,17,10,9,1,66,48,18,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5113000,Essen,insg.,498,359,139,0,0,0,33,28,5,33,28,5,64,57,7,36,29,7,308,215,93,57,30,27,365,245,120,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",6412000,Frankfurt am Main,voll.,802,671,131,0,0,0,21,20,1,21,20,1,59,54,5,63,54,9,595,504,91,64,39,25,659,543,116,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",6412000,Frankfurt am Main,vers.,175,134,41,0,0,0,15,11,4,15,11,4,16,14,2,12,12,0,120,91,29,12,6,6,132,97,35,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",6412000,Frankfurt am Main,insg.,977,805,172,0,0,0,36,31,5,36,31,5,75,68,7,75,66,9,715,595,120,76,45,31,791,640,151,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,voll.,123,97,26,1,1,0,2,2,0,3,3,0,10,7,3,25,21,4,76,60,16,9,6,3,85,66,19,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,vers.,32,24,8,0,0,0,1,0,1,1,0,1,4,4,0,3,2,1,22,16,6,2,2,0,24,18,6,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8311000,Freiburg im Breisgau,insg.,155,121,34,1,1,0,3,2,1,4,3,1,14,11,3,28,23,5,98,76,22,11,8,3,109,84,25,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9563000,F rth,voll.,30,21,9,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,25,18,7,3,1,2,28,19,9,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9563000,F rth,vers.,15,12,3,0,0,0,0,0,0,0,0,0,4,4,0,3,2,1,6,4,2,2,2,0,8,6,2,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9563000,F rth,insg.,45,33,12,0,0,0,1,1,0,1,1,0,5,5,0,3,2,1,31,22,9,5,3,2,36,25,11,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5513000,Gelsenkirchen,voll.,186,136,50,0,0,0,9,9,0,9,9,0,19,19,0,20,17,3,115,79,36,23,12,11,138,91,47,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5513000,Gelsenkirchen,vers.,51,33,18,0,0,0,7,5,2,7,5,2,9,8,1,3,2,1,26,16,10,6,2,4,32,18,14,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5513000,Gelsenkirchen,insg.,237,169,68,0,0,0,16,14,2,16,14,2,28,27,1,23,19,4,141,95,46,29,14,15,170,109,61,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3159016,G ttingen,voll.,73,53,20,0,0,0,0,0,0,0,0,0,7,7,0,6,6,0,53,37,16,7,3,4,60,40,20,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3159016,G ttingen,vers.,27,21,6,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,19,14,5,2,1,1,21,15,6,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3159016,G ttingen,insg.,100,74,26,0,0,0,0,0,0,0,0,0,10,10,0,9,9,0,72,51,21,9,4,5,81,55,26,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5754008,G tersloh,voll.,54,38,16,0,0,0,2,2,0,2,2,0,8,8,0,5,5,0,34,20,14,5,3,2,39,23,16,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5754008,G tersloh,vers.,11,8,3,0,0,0,3,3,0,3,3,0,0,0,0,1,1,0,6,4,2,1,0,1,7,4,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5754008,G tersloh,insg.,65,46,19,0,0,0,5,5,0,5,5,0,8,8,0,6,6,0,40,24,16,6,3,3,46,27,19,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5914000,Hagen,voll.,159,131,28,0,0,0,9,9,0,9,9,0,17,14,3,10,7,3,111,90,21,12,11,1,123,101,22,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5914000,Hagen,vers.,33,21,12,0,0,0,4,4,0,4,4,0,2,2,0,2,0,2,23,15,8,2,0,2,25,15,10,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5914000,Hagen,insg.,192,152,40,0,0,0,13,13,0,13,13,0,19,16,3,12,7,5,134,105,29,14,11,3,148,116,32,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",15002000,Halle (Saale),voll.,214,161,53,0,0,0,18,18,0,18,18,0,39,38,1,24,21,3,121,78,43,12,6,6,133,84,49,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",15002000,Halle (Saale),vers.,50,34,16,0,0,0,1,1,0,1,1,0,8,8,0,3,3,0,34,20,14,4,2,2,38,22,16,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",15002000,Halle (Saale),insg.,264,195,69,0,0,0,19,19,0,19,19,0,47,46,1,27,24,3,155,98,57,16,8,8,171,106,65,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",2000000,Hamburg,voll.,1465,1157,308,1,1,0,39,38,1,40,39,1,120,105,15,153,142,11,1008,783,225,144,88,56,1152,871,281,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",2000000,Hamburg,vers.,353,256,97,0,0,0,17,15,2,17,15,2,40,33,7,36,31,5,226,160,66,34,17,17,260,177,83,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",2000000,Hamburg,insg.,1818,1413,405,1,1,0,56,53,3,57,54,3,160,138,22,189,173,16,1234,943,291,178,105,73,1412,1048,364,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5915000,Hamm,voll.,129,89,40,0,0,0,6,3,3,6,3,3,12,7,5,14,11,3,85,62,23,12,6,6,97,68,29,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5915000,Hamm,vers.,44,34,10,0,0,0,3,3,0,3,3,0,4,4,0,3,2,1,30,24,6,4,1,3,34,25,9,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5915000,Hamm,insg.,173,123,50,0,0,0,9,6,3,9,6,3,16,11,5,17,13,4,115,86,29,16,7,9,131,93,38,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3241001,Hannover,voll.,653,525,128,1,1,0,9,8,1,10,9,1,45,41,4,55,50,5,485,398,87,58,27,31,543,425,118,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3241001,Hannover,vers.,135,104,31,0,0,0,4,4,0,4,4,0,17,14,3,11,9,2,91,71,20,12,6,6,103,77,26,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3241001,Hannover,insg.,788,629,159,1,1,0,13,12,1,14,13,1,62,55,7,66,59,7,576,469,107,70,33,37,646,502,144,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8221000,Heidelberg,voll.,51,39,12,0,0,0,1,1,0,1,1,0,3,3,0,4,3,1,39,29,10,4,3,1,43,32,11,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8221000,Heidelberg,vers.,10,7,3,0,0,0,0,0,0,0,0,0,3,3,0,2,2,0,4,1,3,1,1,0,5,2,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8221000,Heidelberg,insg.,61,46,15,0,0,0,1,1,0,1,1,0,6,6,0,6,5,1,43,30,13,5,4,1,48,34,14,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8121000,Heilbronn,voll.,33,25,8,0,0,0,1,1,0,1,1,0,2,1,1,1,1,0,27,21,6,2,1,1,29,22,7,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8121000,Heilbronn,vers.,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,10,3,2,0,2,15,10,5,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8121000,Heilbronn,insg.,49,36,13,0,0,0,1,1,0,1,1,0,2,1,1,2,2,0,40,31,9,4,1,3,44,32,12,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5916000,Herne,voll.,85,62,23,0,0,0,4,4,0,4,4,0,12,11,1,9,9,0,47,31,16,13,7,6,60,38,22,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5916000,Herne,vers.,15,12,3,0,0,0,1,1,0,1,1,0,2,2,0,3,3,0,4,4,0,5,2,3,9,6,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",5916000,Herne,insg.,100,74,26,0,0,0,5,5,0,5,5,0,14,13,1,12,12,0,51,35,16,18,9,9,69,44,25,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3254021,Hildesheim,voll.,60,42,18,0,0,0,2,2,0,2,2,0,1,1,0,12,8,4,41,29,12,4,2,2,45,31,14,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3254021,Hildesheim,vers.,9,6,3,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,6,3,3,0,0,0,6,3,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",3254021,Hildesheim,insg.,69,48,21,0,0,0,3,3,0,3,3,0,3,3,0,12,8,4,47,32,15,4,2,2,51,34,17,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9161000,Ingolstadt,voll.,28,18,10,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,20,11,9,3,2,1,23,13,10,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9161000,Ingolstadt,vers.,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,1,1,0,9,6,3,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",9161000,Ingolstadt,insg.,37,24,13,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,28,16,12,4,3,1,32,19,13,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",16053000,Jena,voll.,49,39,10,0,0,0,0,0,0,0,0,0,2,2,0,10,9,1,35,27,8,2,1,1,37,28,9,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",16053000,Jena,vers.,10,9,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,7,6,1,1,1,0,8,7,1,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",16053000,Jena,insg.,59,48,11,0,0,0,0,0,0,0,0,0,3,3,0,11,10,1,42,33,9,3,2,1,45,35,10,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",7312000,Kaiserslautern,voll.,56,41,15,0,0,0,1,1,0,1,1,0,2,1,1,4,3,1,38,29,9,11,7,4,49,36,13,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",7312000,Kaiserslautern,vers.,19,13,6,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,13,9,4,3,1,2,16,10,6,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",7312000,Kaiserslautern,insg.,75,54,21,0,0,0,1,1,0,1,1,0,3,2,1,6,5,1,51,38,13,14,8,6,65,46,19,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8212000,Karlsruhe,voll.,139,106,33,1,1,0,3,3,0,4,4,0,9,5,4,11,8,3,97,77,20,18,12,6,115,89,26,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8212000,Karlsruhe,vers.,31,21,10,0,0,0,2,2,0,2,2,0,3,3,0,3,1,2,20,14,6,3,1,2,23,15,8,2020
210000,"Raub, r uberische Erpressung und r uberischer Angriff auf Kraftfahrer    249-252, 255, 316a StGB",8212000,Karlsruhe,insg.,170,127,43,1,1,0,5,5,0,6,6,0,12,8,4,14,9,5,117,91,26,21,13,8,138,104,34,2020
