Schluessel,Straftat,Gemeindeschluessel,Stadt,Fallstatus,Oper insgesamt,Opfer maennlich,Opfer weiblich,Opfer - Kinder bis unter 6 Jahre - insgesamt,Opfer - Kinder bis unter 6 Jahre - maennlich,Opfer - Kinder bis unter 6 Jahre - weiblich,Opfer Kinder 6 bis unter 14 Jahre - insgesamt,Opfer Kinder 6 bis unter 14 Jahre - maennlich,Opfer Kinder 6 bis unter 14 Jahre - weiblich,Opfer Kinder bis 14 Jahre- insgesamt,Opfer Kinder bis 14 Jahre- maennlich,Opfer Kinder bis 14 Jahre- weiblich,Opfer Jugendliche 14 bis unter 18 Jahre - insgesamt,Opfer Jugendliche 14 bis unter 18 Jahre - maennlich,Opfer Jugendliche 14 bis unter 18 Jahre - weiblich,Opfer - Heranwachsende 18 bis unter 21 Jahre - insgesamt,Opfer - Heranwachsende 18 bis unter 21 Jahre - maennlich,Opfer - Heranwachsende 18 bis unter 21 Jahre - weiblich,Opfer Erwachsene 21 bis unter 60 Jahre - insgesamt,Opfer Erwachsene 21 bis unter 60 Jahre - maennlich,Opfer Erwachsene 21 bis unter 60 Jahre - weiblich,Opfer - Erwachsene 60 Jahre und aelter - insgesamt,Opfer - Erwachsene 60 Jahre und aelter - maennlich,Opfer - Erwachsene 60 Jahre und aelter - weiblich,Opfer Erwachsene - insgesamt,Opfer Erwachsene - maennlich,Opfer Erwachsene - weiblich,Jahr
219000,Raub berf lle in Wohnungen,8212000,Karlsruhe,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,8212000,Karlsruhe,insg.,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,2,1,1,4,3,1,2021
219000,Raub berf lle in Wohnungen,6611000,Kassel,voll.,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,4,2,2,16,9,7,2021
219000,Raub berf lle in Wohnungen,6611000,Kassel,vers.,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,2,1,1,0,5,3,2,2021
219000,Raub berf lle in Wohnungen,6611000,Kassel,insg.,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,9,7,5,3,2,21,12,9,2021
219000,Raub berf lle in Wohnungen,1002000,Kiel,voll.,12,9,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,9,1,1,0,1,11,9,2,2021
219000,Raub berf lle in Wohnungen,1002000,Kiel,vers.,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,4,1,3,2021
219000,Raub berf lle in Wohnungen,1002000,Kiel,insg.,17,11,6,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,14,10,4,1,0,1,15,10,5,2021
219000,Raub berf lle in Wohnungen,7111000,Koblenz,voll.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,2021
219000,Raub berf lle in Wohnungen,7111000,Koblenz,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,7111000,Koblenz,insg.,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,4,3,1,2021
219000,Raub berf lle in Wohnungen,5315000,K ln,voll.,36,23,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,31,21,10,4,1,3,35,22,13,2021
219000,Raub berf lle in Wohnungen,5315000,K ln,vers.,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,2,0,0,0,3,1,2,2021
219000,Raub berf lle in Wohnungen,5315000,K ln,insg.,40,24,16,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,34,22,12,4,1,3,38,23,15,2021
219000,Raub berf lle in Wohnungen,5114000,Krefeld,voll.,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,3,1,11,10,1,2021
219000,Raub berf lle in Wohnungen,5114000,Krefeld,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,5114000,Krefeld,insg.,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,3,1,12,11,1,2021
219000,Raub berf lle in Wohnungen,14713000,Leipzig,voll.,36,23,13,1,1,0,0,0,0,1,1,0,1,1,0,4,2,2,28,18,10,2,1,1,30,19,11,2021
219000,Raub berf lle in Wohnungen,14713000,Leipzig,vers.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,2021
219000,Raub berf lle in Wohnungen,14713000,Leipzig,insg.,39,24,15,1,1,0,0,0,0,1,1,0,1,1,0,4,2,2,31,19,12,2,1,1,33,20,13,2021
219000,Raub berf lle in Wohnungen,5316000,Leverkusen,voll.,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,3,2,1,2021
219000,Raub berf lle in Wohnungen,5316000,Leverkusen,vers.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,2021
219000,Raub berf lle in Wohnungen,5316000,Leverkusen,insg.,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,3,2,1,5,3,2,2021
219000,Raub berf lle in Wohnungen,1003000,L beck,voll.,10,8,2,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,7,5,2,0,0,0,7,5,2,2021
219000,Raub berf lle in Wohnungen,1003000,L beck,vers.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,1003000,L beck,insg.,11,8,3,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,7,5,2,0,0,0,7,5,2,2021
219000,Raub berf lle in Wohnungen,7314000,Ludwigshafen am Rhein,voll.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,1,1,0,5,2,3,2021
219000,Raub berf lle in Wohnungen,7314000,Ludwigshafen am Rhein,vers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,7314000,Ludwigshafen am Rhein,insg.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,3,1,1,0,5,2,3,2021
219000,Raub berf lle in Wohnungen,15003000,Magdeburg,voll.,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,6,4,0,0,0,10,6,4,2021
219000,Raub berf lle in Wohnungen,15003000,Magdeburg,vers.,4,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,3,2,1,0,0,0,3,2,1,2021
219000,Raub berf lle in Wohnungen,15003000,Magdeburg,insg.,15,9,6,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,13,8,5,0,0,0,13,8,5,2021
219000,Raub berf lle in Wohnungen,7315000,Mainz,voll.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,7315000,Mainz,vers.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,2021
219000,Raub berf lle in Wohnungen,7315000,Mainz,insg.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,2021
219000,Raub berf lle in Wohnungen,8222000,Mannheim,voll.,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,5,2,0,0,0,7,5,2,2021
219000,Raub berf lle in Wohnungen,8222000,Mannheim,vers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,8222000,Mannheim,insg.,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,5,2,0,0,0,7,5,2,2021
219000,Raub berf lle in Wohnungen,5170024,Moers,voll.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,2021
219000,Raub berf lle in Wohnungen,5170024,Moers,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,5170024,Moers,insg.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,4,4,0,2021
219000,Raub berf lle in Wohnungen,5116000,M nchengladbach,voll.,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,6,5,1,3,0,3,9,5,4,2021
219000,Raub berf lle in Wohnungen,5116000,M nchengladbach,vers.,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2,4,2,2,2021
219000,Raub berf lle in Wohnungen,5116000,M nchengladbach,insg.,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7,6,1,6,1,5,13,7,6,2021
219000,Raub berf lle in Wohnungen,5117000,M lheim an der Ruhr,voll.,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,2,2,9,5,4,2021
219000,Raub berf lle in Wohnungen,5117000,M lheim an der Ruhr,vers.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2021
219000,Raub berf lle in Wohnungen,5117000,M lheim an der Ruhr,insg.,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,6,3,3,11,6,5,2021
219000,Raub berf lle in Wohnungen,9162000,M nchen,voll.,18,9,9,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,13,6,7,3,1,2,16,7,9,2021
219000,Raub berf lle in Wohnungen,9162000,M nchen,vers.,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0,5,2,3,2021
219000,Raub berf lle in Wohnungen,9162000,M nchen,insg.,24,12,12,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,18,8,10,3,1,2,21,9,12,2021
219000,Raub berf lle in Wohnungen,5515000,M nster,voll.,12,7,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,8,6,2,2,1,1,10,7,3,2021
219000,Raub berf lle in Wohnungen,5515000,M nster,vers.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2021
219000,Raub berf lle in Wohnungen,5515000,M nster,insg.,13,7,6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,9,6,3,2,1,1,11,7,4,2021
219000,Raub berf lle in Wohnungen,5162024,Neuss,voll.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,2,1,1,2021
219000,Raub berf lle in Wohnungen,5162024,Neuss,vers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,5162024,Neuss,insg.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,2,1,1,2021
219000,Raub berf lle in Wohnungen,9564000,N rnberg,voll.,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,2,1,1,14,8,6,2021
219000,Raub berf lle in Wohnungen,9564000,N rnberg,vers.,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,2,5,1,4,2021
219000,Raub berf lle in Wohnungen,9564000,N rnberg,insg.,19,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,4,1,3,19,9,10,2021
219000,Raub berf lle in Wohnungen,5119000,Oberhausen,voll.,14,10,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,10,6,4,2,2,0,12,8,4,2021
219000,Raub berf lle in Wohnungen,5119000,Oberhausen,vers.,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,5119000,Oberhausen,insg.,18,13,5,0,0,0,0,0,0,0,0,0,1,1,0,4,3,1,11,7,4,2,2,0,13,9,4,2021
219000,Raub berf lle in Wohnungen,6413000,Offenbach am Main,voll.,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,3,3,12,6,6,2021
219000,Raub berf lle in Wohnungen,6413000,Offenbach am Main,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,6413000,Offenbach am Main,insg.,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,6,3,3,13,7,6,2021
219000,Raub berf lle in Wohnungen,3403000,Oldenburg (Oldenburg),voll.,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,5,4,1,2021
219000,Raub berf lle in Wohnungen,3403000,Oldenburg (Oldenburg),vers.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,2021
219000,Raub berf lle in Wohnungen,3403000,Oldenburg (Oldenburg),insg.,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,7,5,2,2021
219000,Raub berf lle in Wohnungen,3404000,Osnabr ck,voll.,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,3,2,2,0,6,3,3,2021
219000,Raub berf lle in Wohnungen,3404000,Osnabr ck,vers.,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,3404000,Osnabr ck,insg.,8,5,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,1,3,2,2,0,6,3,3,2021
219000,Raub berf lle in Wohnungen,5774032,Paderborn,voll.,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,5,4,1,2021
219000,Raub berf lle in Wohnungen,5774032,Paderborn,vers.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,2021
219000,Raub berf lle in Wohnungen,5774032,Paderborn,insg.,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,1,1,0,1,6,4,2,2021
219000,Raub berf lle in Wohnungen,8231000,Pforzheim,voll.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,2021
219000,Raub berf lle in Wohnungen,8231000,Pforzheim,vers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,8231000,Pforzheim,insg.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2,2021
219000,Raub berf lle in Wohnungen,12054000,Potsdam,voll.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,2021
219000,Raub berf lle in Wohnungen,12054000,Potsdam,vers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
219000,Raub berf lle in Wohnungen,12054000,Potsdam,insg.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,2021
219000,Raub berf lle in Wohnungen,5562032,Recklinghausen,voll.,7,3,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,4,1,3,6,2,4,2021
219000,Raub berf lle in Wohnungen,5562032,Recklinghausen,vers.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,2021
219000,Raub berf lle in Wohnungen,5562032,Recklinghausen,insg.,9,4,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,5,1,4,8,3,5,2021
219000,Raub berf lle in Wohnungen,9362000,Regensburg,voll.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,4,4,0,2021
219000,Raub berf lle in Wohnungen,9362000,Regensburg,vers.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2021
219000,Raub berf lle in Wohnungen,9362000,Regensburg,insg.,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,0,5,5,0,2021
219000,Raub berf lle in Wohnungen,5120000,Remscheid,voll.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3,3,0,2021
219000,Raub berf lle in Wohnungen,5120000,Remscheid,vers.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2021
